clip_path,file,label,yolo_prob,frame_cnn_score,video_lstm_score,final_score
Shoplifting048_x264_4_track1_s0.47_e5.99_p0.559.mp4,Shoplifting048_x264_4_track1_s0.47_e5.99_p0.559.mp4,True,0.0,0.9933006763458252,0.9010450839996338,0.5683037281036376
Shoplifting048_x264_4_track2_s0.47_e6.47_p0.565.mp4,Shoplifting048_x264_4_track2_s0.47_e6.47_p0.565.mp4,True,0.0,0.9933006763458252,0.9010450839996338,0.5683037281036376
Shoplifting048_x264_4_track3_s0.47_e6.47_p0.558.mp4,Shoplifting048_x264_4_track3_s0.47_e6.47_p0.558.mp4,True,0.0,0.9933006763458252,0.9010450839996338,0.5683037281036376
Shoplifting048_x264_15_track3_s0.68_e5.68_p0.549.mp4,Shoplifting048_x264_15_track3_s0.68_e5.68_p0.549.mp4,True,0.0,0.9944971203804016,0.8923577070236206,0.5660564482212066
Shoplifting048_x264_15_track1_s0.53_e6.11_p0.553.mp4,Shoplifting048_x264_15_track1_s0.53_e6.11_p0.553.mp4,True,0.0,0.992719292640686,0.891534149646759,0.5652760326862335
Shoplifting048_x264_15_track1_s0.55_e6.09_p0.553.mp4,Shoplifting048_x264_15_track1_s0.55_e6.09_p0.553.mp4,True,0.0,0.9942681789398192,0.8878185749053955,0.5646260261535645
Shoplifting048_x264_4_track2_s0.56_e6.68_p0.565.mp4,Shoplifting048_x264_4_track2_s0.56_e6.68_p0.565.mp4,True,0.0,0.9896194338798524,0.8908081650733948,0.5641282796859741
Shoplifting048_x264_4_track1_s0.56_e6.20_p0.559.mp4,Shoplifting048_x264_4_track1_s0.56_e6.20_p0.559.mp4,True,0.0,0.9896194338798524,0.8908081650733948,0.5641282796859741
Shoplifting048_x264_4_track3_s0.56_e6.68_p0.558.mp4,Shoplifting048_x264_4_track3_s0.56_e6.68_p0.558.mp4,True,0.0,0.9896194338798524,0.8908081650733948,0.5641282796859741
Shoplifting048_x264_10_track2_s0.42_e4.01_p0.540.mp4,Shoplifting048_x264_10_track2_s0.42_e4.01_p0.540.mp4,True,0.0,0.9964434504508972,0.8798413276672363,0.5628854334354401
Shoplifting048_x264_10_track2_s0.42_e3.96_p0.540.mp4,Shoplifting048_x264_10_track2_s0.42_e3.96_p0.540.mp4,True,0.0,0.9964434504508972,0.8798413276672363,0.5628854334354401
Shoplifting048_x264_10_track1_s0.42_e5.75_p0.546.mp4,Shoplifting048_x264_10_track1_s0.42_e5.75_p0.546.mp4,True,0.0,0.9964434504508972,0.8798413276672363,0.5628854334354401
Shoplifting048_x264_10_track1_s0.42_e5.71_p0.546.mp4,Shoplifting048_x264_10_track1_s0.42_e5.71_p0.546.mp4,True,0.0,0.9964434504508972,0.8798413276672363,0.5628854334354401
Shoplifting048_x264_5_track3_s0.43_e3.51_p0.551.mp4,Shoplifting048_x264_5_track3_s0.43_e3.51_p0.551.mp4,True,0.0,0.9777578711509703,0.8976962566375732,0.5626362383365631
Shoplifting048_x264_15_track2_s0.42_e2.76_p0.568.mp4,Shoplifting048_x264_15_track2_s0.42_e2.76_p0.568.mp4,True,0.0,0.9936010241508484,0.8784031867980957,0.5616012632846832
Shoplifting048_x264_15_track2_s0.41_e2.75_p0.568.mp4,Shoplifting048_x264_15_track2_s0.41_e2.75_p0.568.mp4,True,0.0,0.9842803478240968,0.8874065279960632,0.561506062746048
Shoplifting048_x264_5_track3_s0.44_e3.58_p0.551.mp4,Shoplifting048_x264_5_track3_s0.44_e3.58_p0.551.mp4,True,0.0,0.9852777123451232,0.8838291168212891,0.5607320487499237
Shoplifting048_x264_7_track1_s0.41_e5.50_p0.547.mp4,Shoplifting048_x264_7_track1_s0.41_e5.50_p0.547.mp4,True,0.0,0.9913575649261476,0.8763045072555542,0.5602986216545105
Shoplifting048_x264_7_track1_s0.40_e5.59_p0.547.mp4,Shoplifting048_x264_7_track1_s0.40_e5.59_p0.547.mp4,True,0.0,0.9934991598129272,0.870561420917511,0.5592181742191314
Shoplifting006_x264_23_track1_s0.56_e4.97_p0.537.mp4,Shoplifting006_x264_23_track1_s0.56_e4.97_p0.537.mp4,True,0.0,0.999852180480957,0.858939528465271,0.5576375126838684
Shoplifting006_x264_23_track1_s0.51_e4.65_p0.537.mp4,Shoplifting006_x264_23_track1_s0.51_e4.65_p0.537.mp4,True,0.0,0.9998562335968018,0.8584807515144348,0.557501095533371
Shoplifting006_x264_23_track2_s0.58_e3.75_p0.541.mp4,Shoplifting006_x264_23_track2_s0.58_e3.75_p0.541.mp4,True,0.0,0.9999233484268188,0.8522524237632751,0.5556527316570281
Shoplifting006_x264_23_track2_s0.63_e4.01_p0.541.mp4,Shoplifting006_x264_23_track2_s0.63_e4.01_p0.541.mp4,True,0.0,0.9999300241470336,0.8522000908851624,0.5556390345096588
Shoplifting042_x264_17_track3_s1.12_e11.44_p0.555.mp4,Shoplifting042_x264_17_track3_s1.12_e11.44_p0.555.mp4,True,0.0,0.9894292950630188,0.8567985892295837,0.5538683652877807
Shoplifting048_x264_2_track2_s0.42_e5.94_p0.558.mp4,Shoplifting048_x264_2_track2_s0.42_e5.94_p0.558.mp4,True,0.0,0.983623504638672,0.8587381839752197,0.5527085065841675
Shoplifting048_x264_2_track2_s0.42_e5.83_p0.558.mp4,Shoplifting048_x264_2_track2_s0.42_e5.83_p0.558.mp4,True,0.0,0.983623504638672,0.8587381839752197,0.5527085065841675
Shoplifting048_x264_2_track1_s0.42_e5.94_p0.541.mp4,Shoplifting048_x264_2_track1_s0.42_e5.94_p0.541.mp4,True,0.0,0.983623504638672,0.8587381839752197,0.5527085065841675
Shoplifting048_x264_2_track1_s0.42_e5.83_p0.541.mp4,Shoplifting048_x264_2_track1_s0.42_e5.83_p0.541.mp4,True,0.0,0.983623504638672,0.8587381839752197,0.5527085065841675
Shoplifting042_x264_17_track3_s1.11_e11.59_p0.555.mp4,Shoplifting042_x264_17_track3_s1.11_e11.59_p0.555.mp4,True,0.0,0.9897189140319824,0.8449482917785645,0.550400161743164
Shoplifting042_x264_17_track1_s0.42_e11.44_p0.563.mp4,Shoplifting042_x264_17_track1_s0.42_e11.44_p0.563.mp4,True,0.0,0.991778552532196,0.8419721126556396,0.5501251995563506
Shoplifting042_x264_17_track2_s0.42_e11.44_p0.568.mp4,Shoplifting042_x264_17_track2_s0.42_e11.44_p0.568.mp4,True,0.0,0.991778552532196,0.8419721126556396,0.5501251995563506
