path,label
pose_out_sample/pos/track_1.npy,shoplifting
pose_out_sample/pos/track_107.npy,shoplifting
pose_out_sample/pos/track_112.npy,shoplifting
pose_out_sample/pos/track_113.npy,shoplifting
pose_out_sample/pos/track_119.npy,shoplifting
pose_out_sample/pos/track_12.npy,shoplifting
pose_out_sample/pos/track_128.npy,shoplifting
pose_out_sample/pos/track_13.npy,shoplifting
pose_out_sample/pos/track_130.npy,shoplifting
pose_out_sample/pos/track_134.npy,shoplifting
pose_out_sample/pos/track_137.npy,shoplifting
pose_out_sample/pos/track_140.npy,shoplifting
pose_out_sample/pos/track_142.npy,shoplifting
pose_out_sample/pos/track_143.npy,shoplifting
pose_out_sample/pos/track_148.npy,shoplifting
pose_out_sample/pos/track_149.npy,shoplifting
pose_out_sample/pos/track_15.npy,shoplifting
pose_out_sample/pos/track_152.npy,shoplifting
pose_out_sample/pos/track_154.npy,shoplifting
pose_out_sample/pos/track_159.npy,shoplifting
pose_out_sample/pos/track_16.npy,shoplifting
pose_out_sample/pos/track_160.npy,shoplifting
pose_out_sample/pos/track_162.npy,shoplifting
pose_out_sample/pos/track_165.npy,shoplifting
pose_out_sample/pos/track_168.npy,shoplifting
pose_out_sample/pos/track_17.npy,shoplifting
pose_out_sample/pos/track_18.npy,shoplifting
pose_out_sample/pos/track_180.npy,shoplifting
pose_out_sample/pos/track_187.npy,shoplifting
pose_out_sample/pos/track_189.npy,shoplifting
pose_out_sample/pos/track_19.npy,shoplifting
pose_out_sample/pos/track_196.npy,shoplifting
pose_out_sample/pos/track_2.npy,shoplifting
pose_out_sample/pos/track_20.npy,shoplifting
pose_out_sample/pos/track_205.npy,shoplifting
pose_out_sample/pos/track_21.npy,shoplifting
pose_out_sample/pos/track_22.npy,shoplifting
pose_out_sample/pos/track_224.npy,shoplifting
pose_out_sample/pos/track_23.npy,shoplifting
pose_out_sample/pos/track_233.npy,shoplifting
pose_out_sample/pos/track_235.npy,shoplifting
pose_out_sample/pos/track_24.npy,shoplifting
pose_out_sample/pos/track_245.npy,shoplifting
pose_out_sample/pos/track_253.npy,shoplifting
pose_out_sample/pos/track_259.npy,shoplifting
pose_out_sample/pos/track_26.npy,shoplifting
pose_out_sample/pos/track_27.npy,shoplifting
pose_out_sample/pos/track_286.npy,shoplifting
pose_out_sample/pos/track_298.npy,shoplifting
pose_out_sample/pos/track_319.npy,shoplifting
pose_out_sample/pos/track_32.npy,shoplifting
pose_out_sample/pos/track_35.npy,shoplifting
pose_out_sample/pos/track_4.npy,shoplifting
pose_out_sample/pos/track_40.npy,shoplifting
pose_out_sample/pos/track_41.npy,shoplifting
pose_out_sample/pos/track_42.npy,shoplifting
pose_out_sample/pos/track_45.npy,shoplifting
pose_out_sample/pos/track_47.npy,shoplifting
pose_out_sample/pos/track_5.npy,shoplifting
pose_out_sample/pos/track_52.npy,shoplifting
pose_out_sample/pos/track_53.npy,shoplifting
pose_out_sample/pos/track_6.npy,shoplifting
pose_out_sample/pos/track_62.npy,shoplifting
pose_out_sample/pos/track_66.npy,shoplifting
pose_out_sample/pos/track_67.npy,shoplifting
pose_out_sample/pos/track_69.npy,shoplifting
pose_out_sample/pos/track_7.npy,shoplifting
pose_out_sample/pos/track_77.npy,shoplifting
pose_out_sample/pos/track_78.npy,shoplifting
pose_out_sample/pos/track_84.npy,shoplifting
pose_out_sample/pos/track_85.npy,shoplifting
pose_out_sample/pos/track_87.npy,shoplifting
pose_out_sample/pos/track_9.npy,shoplifting
pose_out_sample/pos/track_90.npy,shoplifting
pose_out_sample/pos/track_91.npy,shoplifting
pose_out_sample/pos/track_94.npy,shoplifting
pose_out_sample/neg/track_1.npy,normal
pose_out_sample/neg/track_10.npy,normal
pose_out_sample/neg/track_101.npy,normal
pose_out_sample/neg/track_104.npy,normal
pose_out_sample/neg/track_11.npy,normal
pose_out_sample/neg/track_110.npy,normal
pose_out_sample/neg/track_12.npy,normal
pose_out_sample/neg/track_13.npy,normal
pose_out_sample/neg/track_14.npy,normal
pose_out_sample/neg/track_15.npy,normal
pose_out_sample/neg/track_16.npy,normal
